positives/1_00366.png 1 0 0 105 105
positives/1_00731.png 1 0 0 87 87
positives/1_00246.png 1 0 0 73 73
positives/1_00247.png 1 0 0 71 71
positives/1_00248.png 1 0 0 71 71
positives/1_00249.png 1 0 0 71 71
positives/1_00250.png 1 0 0 70 70
positives/1_00251.png 1 0 0 70 70
positives/1_00252.png 1 0 0 68 68
positives/1_00253.png 1 0 0 68 68
positives/1_00254.png 1 0 0 66 66
positives/1_00255.png 1 0 0 66 66
positives/1_00256.png 1 0 0 64 64
positives/1_00257.png 1 0 0 63 63
positives/1_00258.png 1 0 0 60 60
positives/1_00259.png 1 0 0 58 58
positives/1_00260.png 1 0 0 58 58
positives/1_00261.png 1 0 0 59 59
positives/1_00262.png 1 0 0 57 57
positives/1_00263.png 1 0 0 57 57
positives/1_00264.png 1 0 0 57 57
positives/1_00266.png 1 0 0 57 57
positives/1_00267.png 1 0 0 55 55
positives/1_00268.png 1 0 0 55 55
positives/1_00269.png 1 0 0 54 54
positives/1_00270.png 1 0 0 54 54
positives/1_00271.png 1 0 0 54 54
positives/1_00272.png 1 0 0 54 54
positives/1_00273.png 1 0 0 54 54
positives/1_00274.png 1 0 0 54 54
positives/1_00275.png 1 0 0 53 53
positives/1_00276.png 1 0 0 53 53
positives/1_00277.png 1 0 0 53 53
positives/1_00278.png 1 0 0 53 53
positives/1_00279.png 1 0 0 53 53
positives/1_00280.png 1 0 0 53 53
positives/1_00281.png 1 0 0 50 50
positives/1_00282.png 1 0 0 49 49
positives/1_00283.png 1 0 0 38 38
positives/1_00284.png 1 0 0 38 38
positives/1_00286.png 1 0 0 37 37
positives/1_00287.png 1 0 0 38 38
positives/1_00288.png 1 0 0 38 38
positives/1_00289.png 1 0 0 40 40
positives/1_00290.png 1 0 0 39 39
positives/1_00291.png 1 0 0 39 39
positives/1_00292.png 1 0 0 39 39
positives/1_00293.png 1 0 0 39 39
positives/1_00294.png 1 0 0 39 39
positives/1_00295.png 1 0 0 39 39
positives/1_00296.png 1 0 0 39 39
positives/1_00297.png 1 0 0 39 39
positives/1_00298.png 1 0 0 39 39
positives/1_00299.png 1 0 0 49 49
positives/1_00300.png 1 0 0 49 49
positives/1_00301.png 1 0 0 53 53
positives/1_00302.png 1 0 0 49 49
positives/1_00303.png 1 0 0 54 54
positives/1_00304.png 1 0 0 54 54
positives/1_00306.png 1 0 0 54 54
positives/1_00307.png 1 0 0 55 55
positives/1_00308.png 1 0 0 55 55
positives/1_00309.png 1 0 0 55 55
positives/1_00310.png 1 0 0 55 55
positives/1_00311.png 1 0 0 55 55
positives/1_00312.png 1 0 0 55 55
positives/1_00313.png 1 0 0 55 55
positives/1_00314.png 1 0 0 55 55
positives/1_00315.png 1 0 0 55 55
positives/1_00316.png 1 0 0 55 55
positives/1_00317.png 1 0 0 55 55
positives/1_00318.png 1 0 0 55 55
positives/1_00319.png 1 0 0 55 55
positives/1_00320.png 1 0 0 55 55
positives/1_00321.png 1 0 0 56 56
positives/1_00322.png 1 0 0 56 56
positives/1_00323.png 1 0 0 56 56
positives/1_00324.png 1 0 0 56 56
positives/1_00326.png 1 0 0 57 57
positives/1_00327.png 1 0 0 57 57
positives/1_00328.png 1 0 0 57 57
positives/1_00329.png 1 0 0 57 57
positives/1_00330.png 1 0 0 57 57
positives/1_00331.png 1 0 0 57 57
positives/1_00332.png 1 0 0 57 57
positives/1_00333.png 1 0 0 59 59
positives/1_00334.png 1 0 0 59 59
positives/1_00335.png 1 0 0 59 59
positives/1_00336.png 1 0 0 61 61
positives/1_00337.png 1 0 0 62 62
positives/1_00338.png 1 0 0 62 62
positives/1_00339.png 1 0 0 64 64
positives/1_00340.png 1 0 0 64 64
positives/1_00341.png 1 0 0 70 70
positives/1_00342.png 1 0 0 70 70
positives/1_00343.png 1 0 0 72 72
positives/1_00344.png 1 0 0 73 73
positives/1_00346.png 1 0 0 80 80
positives/1_00347.png 1 0 0 80 80
positives/1_00348.png 1 0 0 80 80
positives/1_00349.png 1 0 0 83 83
positives/1_00350.png 1 0 0 83 83
positives/1_00351.png 1 0 0 87 87
positives/1_00352.png 1 0 0 87 87
positives/1_00353.png 1 0 0 91 91
positives/1_00354.png 1 0 0 91 91
positives/1_00355.png 1 0 0 93 93
positives/1_00356.png 1 0 0 93 93
positives/1_00357.png 1 0 0 100 100
positives/1_00358.png 1 0 0 100 100
positives/1_00359.png 1 0 0 100 100
positives/1_00360.png 1 0 0 100 100
positives/1_00361.png 1 0 0 105 105
positives/1_00362.png 1 0 0 102 102
positives/1_00363.png 1 0 0 105 105
positives/1_00364.png 1 0 0 105 105
